8.875;0.000;8.875
9.038;0.000;9.038
9.175;0.000;9.175
9.150;0.000;9.150
9.288;0.000;9.288
9.413;0.000;9.413
9.438;0.000;9.438
9.363;0.000;9.363
9.338;0.000;9.338
8.413;0.000;8.413
8.288;0.000;8.288
8.088;0.000;8.088
8.075;0.000;8.075
7.950;0.000;7.950
8.050;0.000;8.050
8.013;0.000;8.013
7.975;0.000;7.975
6.725;0.000;6.725
5.025;0.000;5.025
3.913;0.000;3.913
5.400;0.000;5.400
4.288;0.000;4.288
3.888;0.000;3.888
4.125;0.000;4.125
3.188;0.000;3.188
3.163;0.000;3.163
3.450;0.000;3.450
3.763;0.000;3.763
3.525;0.000;3.525
3.125;0.000;3.125
2.925;0.000;2.925
3.013;0.000;3.013
2.950;0.000;2.950
2.925;0.000;2.925
2.900;0.000;2.900
3.075;0.000;3.075
2.938;0.000;2.938
2.888;0.000;2.888
2.800;0.000;2.800
2.775;0.000;2.775
2.800;0.000;2.800
2.763;0.000;2.763
2.750;0.000;2.750
2.500;0.000;2.500
2.450;0.000;2.450
2.400;0.000;2.400
2.375;0.000;2.375
2.413;0.000;2.413
2.438;0.000;2.438
2.325;0.000;2.325
2.288;0.000;2.288
2.463;0.000;2.463
2.575;0.000;2.575
2.538;0.000;2.538
2.563;0.000;2.563
2.600;0.000;2.600
2.575;0.000;2.575
2.563;0.000;2.563
2.513;0.000;2.513
2.563;0.000;2.563
2.600;0.000;2.600
2.325;0.000;2.325
2.500;0.000;2.500
2.550;0.000;2.550
2.925;0.000;2.925
5.963;0.000;5.963
4.913;0.000;4.913
5.838;0.000;5.838
5.813;0.000;5.813
7.238;0.000;7.238
7.625;0.000;7.625
7.250;0.000;7.250
10.200;0.000;10.200
9.588;0.000;9.588
11.350;0.000;11.350
11.175;0.000;11.175
11.063;0.000;11.063
10.775;0.000;10.775
9.600;0.000;9.600
8.025;0.000;8.025
5.550;0.000;5.550
5.188;0.000;5.188
3.775;0.000;3.775
1.888;0.000;1.888
1.700;-0.163;1.538
1.113;-0.313;0.800
2.500;-0.200;2.300
3.913;-0.238;3.675
2.425;-0.650;1.775
4.488;-0.013;4.475
1.200;-1.800;-0.600
3.988;-0.213;3.775
5.638;0.000;5.638
1.288;-0.538;0.750
2.238;0.000;2.238
1.913;-0.388;1.525
2.275;-0.013;2.263
2.413;0.000;2.413
2.963;0.000;2.963
4.313;0.000;4.313
4.550;0.000;4.550
5.513;0.000;5.513
8.400;0.000;8.400
8.175;0.000;8.175
8.213;0.000;8.213
8.700;0.000;8.700
8.675;0.000;8.675
8.225;0.000;8.225
9.413;0.000;9.413
8.188;0.000;8.188
8.863;0.000;8.863
8.413;0.000;8.413
7.025;0.000;7.025
3.863;0.000;3.863
3.675;0.000;3.675
3.425;0.000;3.425
3.600;0.000;3.600
3.600;0.000;3.600
3.913;0.000;3.913
